mz	rtime	id_number
370.9129	2.45	F13448
370.9129	182.34	F13450
370.9129	194.36	F13451
370.9129	214.25	F13452
337.1849	66.56	F13458
337.2014	17.82	F13459
397.2332	4.37	F13460
397.2332	10.55	F13461
312.1276	48.56	F13465
370.9629	1.69	F13466
370.9629	255.43	F13469
370.9629	292.05	F13472
397.2493	18.56	F13475
312.1356	98.04	F13477
337.2232	17.45	F13478
337.2232	116.81	F13479
370.9903	176.14	F13480
370.9903	198.23	F13481
370.9903	213.1	F13482
397.2558	167.54	F13484
397.2558	176.14	F13485
370.9926	178.04	F13486
370.9926	213.1	F13488
370.9926	279.31	F13489
337.2365	215.04	F13491
371.0004	224.69	F13493
371.0206	190.44	F13494
397.3015	105.19	F13497
371.0324	279.69	F13498
397.3066	140.91	F13504
371.048	202.46	F13505
371.0671	161.19	F13507
397.3153	112.68	F13508
397.3316	17.82	F13509
371.0759	233.09	F13510
312.1525	137.79	F13511
337.2743	17.45	F13513
337.2743	22.72	F13514
337.2743	74.99	F13515
337.2743	117.55	F13516
337.2743	135.46	F13517
337.8536	232.71	F13519
337.8945	164.54	F13520
312.16	17.08	F13521
312.16	21.57	F13522
312.16	89.82	F13523
371.102	16.31	F13524
397.3796	40.51	F13526
397.3796	85.65	F13527
397.3796	99.56	F13528
397.8885	164.92	F13529
371.1211	248.84	F13531
371.1211	254.26	F13532
397.98	11.71	F13534
337.9677	168.29	F13537
337.9677	176.9	F13538
312.2086	120.91	F13539
398.0074	136.23	F13541
398.0097	32.54	F13542
398.0097	36.69	F13543
337.9899	37.06	F13544
337.9899	170.53	F13545
398.0424	127.36	F13546
398.0424	132.77	F13547
312.2174	118.67	F13548
337.9949	42.04	F13549
337.9949	47.03	F13550
398.0739	208.11	F13551
312.2256	21.96	F13552
312.2256	29.91	F13553
338.0133	166.8	F13554
338.0133	175.01	F13555
398.1005	89.82	F13556
398.1005	186.53	F13557
398.1144	145.2	F13558
312.3266	4.77	F13559
398.1502	16.69	F13562
312.5476	126.97	F13563
312.5476	133.16	F13564
371.1321	149.78	F13565
371.1321	157.75	F13566
398.164	23.46	F13567
398.164	35.19	F13568
398.1827	128.51	F13569
398.1827	130.81	F13570
338.0183	200.55	F13571
338.0183	209.25	F13572
338.0183	268.11	F13573
398.1953	144.05	F13575
338.0213	169.03	F13576
398.2047	18.19	F13577
312.8884	23.84	F13579
312.8884	48.56	F13580
371.1399	106.68	F13586
338.0462	177.28	F13588
312.9027	164.17	F13589
312.9321	46.26	F13591
312.9321	295.14	F13592
312.9321	297.05	F13593
338.0509	41.66	F13594
338.0509	127.36	F13595
338.0509	132.37	F13596
338.0573	168.29	F13597
398.2319	137.79	F13599
338.0617	26.86	F13600
371.1635	158.14	F13602
312.9672	296.28	F13604
338.0662	199.01	F13605
338.0784	216.96	F13606
371.168	90.57	F13608
398.2422	17.45	F13609
312.9946	220.05	F13610
398.2543	156.22	F13611
313.0192	210.01	F13612
338.0932	13.25	F13613
398.2763	19.32	F13615
371.1828	19.32	F13616
313.0252	62.73	F13619
398.2909	6.71	F13621
398.2909	54.3	F13622
371.1863	19.69	F13623
371.1863	23.46	F13624
338.1087	285.49	F13626
398.3103	140.51	F13627
313.0445	176.9	F13628
313.0623	162.31	F13631
398.3272	113.05	F13632
313.0855	127.75	F13636
313.0905	287.02	F13641
313.1187	22.34	F13642
313.1187	60.81	F13643
338.1765	126.18	F13644
398.3637	6.71	F13645
398.8382	183.51	F13650
398.8382	192.41	F13651
313.1293	98.04	F13652
398.8625	179.97	F13653
338.1825	158.53	F13654
338.1825	178.04	F13655
338.1825	207.37	F13657
338.1825	217.75	F13658
313.1335	81.09	F13659
313.1335	83.38	F13660
338.1958	28.78	F13661
313.1452	105.56	F13662
313.1638	17.45	F13671
313.1638	21.19	F13672
338.2332	116.44	F13676
338.2548	17.45	F13679
398.9766	10.93	F13680
398.9766	218.9	F13681
398.9766	293.61	F13682
398.9864	173.15	F13683
398.9886	175.76	F13686
338.2673	156.99	F13688
338.2673	174.27	F13689
338.2673	216.2	F13691
338.2673	221.61	F13692
338.2673	228.9	F13693
399.0079	15.93	F13696
338.2731	48.56	F13699
399.0425	127.75	F13700
399.0425	133.16	F13701
371.2993	113.79	F13705
399.0586	152.83	F13706
338.2783	136.62	F13710
399.0692	165.3	F13711
313.1805	21.96	F13712
371.3275	14.01	F13713
371.3275	110.44	F13716
399.1224	135.46	F13719
313.2208	119.04	F13722
399.1577	6.71	F13723
399.1577	23.46	F13724
399.1577	35.19	F13725
338.8706	182.74	F13726
338.8706	192.8	F13727
338.8893	164.92	F13731
399.1665	128.13	F13732
371.3591	17.08	F13741
371.3591	20.44	F13742
371.8666	232.71	F13743
399.1781	22.34	F13745
399.1781	33.69	F13746
313.2378	21.57	F13747
399.1871	197.83	F13749
313.2524	49.33	F13750
399.1999	143.66	F13751
399.1999	295.52	F13752
338.9563	35.56	F13754
338.9563	48.95	F13755
338.9631	278.54	F13756
371.9932	212.71	F13757
338.9684	159.68	F13758
338.9684	175.76	F13759
338.9684	296.67	F13761
338.9867	15.93	F13762
371.9982	222.37	F13764
338.9922	176.14	F13765
339.0046	176.14	F13766
372.0038	224.69	F13767
339.008	187.7	F13768
339.0132	278.16	F13769
339.0187	296.67	F13770
372.0262	79.95	F13771
372.0286	175.39	F13772
372.0286	279.69	F13773
399.213	18.95	F13774
399.213	160.07	F13776
399.213	191.22	F13778
372.0353	276.24	F13780
372.0515	202.46	F13784
399.2345	144.05	F13785
399.2345	173.9	F13786
339.0386	16.31	F13788
339.0386	168.29	F13789
339.0386	179.2	F13790
339.0386	213.86	F13792
339.0447	194.36	F13795
313.2742	20.07	F13796
313.2742	119.41	F13797
313.2742	136.62	F13798
339.0485	126.97	F13799
339.0485	133.16	F13800
339.0485	185.77	F13801
339.0485	216.58	F13802
372.1018	16.31	F13803
339.0576	127.36	F13804
339.0576	133.16	F13805
339.0576	212.33	F13806
399.2797	18.95	F13807
372.1056	155.84	F13808
372.1127	20.81	F13809
399.309	18.19	F13811
399.309	176.52	F13813
339.0746	23.46	F13816
339.0836	156.22	F13817
339.0909	19.69	F13818
372.1434	106.68	F13821
372.1434	220.84	F13822
313.2854	9.02	F13823
313.2854	24.59	F13824
313.2854	98.8	F13825
372.1602	18.56	F13826
313.3217	24.96	F13829
313.3217	90.57	F13831
313.3217	104.05	F13832
339.1344	24.21	F13833
399.3263	17.82	F13834
399.3308	113.05	F13835
399.3476	17.82	F13836
339.1374	127.36	F13838
339.1374	138.57	F13839
339.1374	162.31	F13840
339.1374	167.92	F13841
339.1374	180.36	F13842
339.1374	191.62	F13843
339.1374	213.48	F13844
399.3588	14.01	F13845
399.3588	109.29	F13846
339.1422	157.37	F13850
313.5463	127.36	F13852
313.5463	132.37	F13853
372.1824	104.43	F13857
372.1874	197.83	F13858
313.9132	178.81	F13859
339.1566	242.29	F13860
399.3661	12.86	F13862
399.7391	137	F13868
399.7391	142.88	F13869
399.8863	164.92	F13870
399.9392	188.86	F13871
399.9484	12.48	F13872
339.1789	228.51	F13876
339.1873	207.74	F13878
372.2235	21.96	F13879
399.9622	11.71	F13881
399.9622	35.56	F13883
399.9622	72.31	F13884
313.9641	167.92	F13885
313.9641	193.98	F13886
313.9874	163.05	F13888
313.9874	166.06	F13889
313.9932	215.81	F13891
314.0025	279.69	F13892
399.9681	7.48	F13893
399.9793	218.9	F13895
339.197	18.95	F13896
372.2386	137.39	F13897
399.9835	166.8	F13898
399.9835	279.31	F13899
314.0093	31.41	F13900
314.0213	210.39	F13903
399.9894	175.39	F13904
399.9894	295.14	F13905
372.2602	24.21	F13906
314.0363	143.66	F13908
400.0285	174.27	F13909
400.0668	184.28	F13910
372.2752	3.99	F13911
372.2752	122.05	F13914
400.0745	207.37	F13915
314.0566	41.27	F13916
339.2293	172.04	F13918
400.0778	18.19	F13920
400.0847	15.16	F13921
339.2368	116.44	F13922
339.2368	135.84	F13923
400.1176	20.44	F13924
314.0706	43.96	F13925
314.0706	195.9	F13926
339.2412	20.81	F13927
339.2412	165.68	F13928
400.1385	201.31	F13930
400.1385	204.39	F13931
314.0855	188.48	F13932
372.3027	112.3	F13933
372.3116	114.16	F13935
314.0889	107.06	F13936
339.2533	21.96	F13937
339.2533	122.79	F13938
400.1763	205.5	F13940
314.1233	152.83	F13941
339.2724	9.78	F13942
314.1292	100.68	F13944
314.1292	105.19	F13945
372.3309	14.01	F13946
372.3309	110.44	F13947
372.3479	100.31	F13950
314.1424	98.8	F13951
339.29	18.56	F13953
339.29	22.72	F13954
339.29	116.81	F13955
339.29	136.23	F13956
339.3125	221.22	F13957
314.1603	154.34	F13959
314.1603	212.71	F13960
372.9132	182.34	F13962
372.9132	194.36	F13963
372.9132	220.84	F13965
314.1715	73.84	F13969
314.1715	84.9	F13970
400.2113	155.1	F13972
314.1814	136.23	F13974
314.1814	144.05	F13975
372.9633	2.45	F13976
339.8704	177.66	F13979
314.1968	100.31	F13980
400.2336	6.71	F13982
400.2412	137	F13990
400.2412	143.27	F13991
314.2331	117.18	F13992
339.972	296.67	F13993
314.2442	99.93	F13994
314.2442	111.56	F13995
339.9764	236.52	F13996
340.0153	174.27	F13998
340.0221	295.14	F13999
372.9958	224.69	F14001
314.3423	7.1	F14002
340.0362	25.34	F14005
340.0362	34.07	F14006
314.5448	127.75	F14008
314.5448	133.16	F14009
373.0018	146.34	F14010
373.0018	222.37	F14011
340.0479	127.36	F14012
340.0479	133.16	F14013
314.8863	49.33	F14015
340.0726	157.75	F14017
340.0726	168.66	F14018
340.0726	174.27	F14019
373.0434	166.8	F14020
373.0434	202.08	F14021
314.8984	163.79	F14022
340.1029	146.34	F14023
340.1029	153.58	F14024
373.0654	10.93	F14025
340.1181	21.57	F14027
373.0821	16.31	F14028
373.099	16.31	F14031
400.2702	150.93	F14032
340.1328	205.13	F14034
373.1054	16.31	F14035
340.1552	18.95	F14037
340.1552	40.51	F14038
314.9635	179.58	F14042
400.3185	137.79	F14044
314.9679	175.76	F14045
314.9679	295.9	F14046
340.1762	144.05	F14048
340.1762	197.05	F14049
373.1217	142.09	F14052
373.1217	167.54	F14053
314.9901	220.45	F14056
400.3428	113.05	F14058
314.9996	20.44	F14059
315.0043	177.28	F14060
315.0182	210.01	F14061
373.1399	22.34	F14062
340.1984	18.56	F14064
315.026	163.05	F14065
315.026	197.83	F14067
373.1467	19.32	F14068
373.1467	220.84	F14070
400.3621	25.34	F14071
400.3621	109.29	F14072
340.2053	22.72	F14073
400.3793	100.31	F14075
315.0408	71.54	F14076
315.0408	105.94	F14077
400.8825	163.79	F14080
400.8825	167.17	F14081
400.9217	163.42	F14082
400.9217	165.68	F14083
315.0544	20.44	F14084
315.0544	24.59	F14085
315.0544	141.69	F14086
373.1815	207.37	F14088
400.9346	197.44	F14089
400.9395	295.9	F14091
315.0677	104.43	F14093
373.1998	20.44	F14095
400.9456	278.16	F14100
400.9456	282.39	F14101
400.973	219.28	F14102
400.973	228.9	F14103
315.0805	219.66	F14105
400.9846	44.34	F14106
400.9846	278.54	F14107
373.2211	17.45	F14108
315.0853	163.79	F14111
315.0943	16.31	F14112
400.9875	20.44	F14113
400.9875	21.57	F14114
400.9956	176.52	F14117
373.2339	11.33	F14118
401.0098	149.78	F14121
401.0098	155.1	F14122
340.2488	115.3	F14123
373.2506	22.34	F14124
401.0588	209.63	F14125
340.2596	24.21	F14126
340.2596	32.16	F14127
340.2596	37.06	F14128
401.0807	18.19	F14129
340.2932	18.19	F14131
401.1214	18.95	F14132
315.1175	21.19	F14133
373.2566	9.78	F14134
373.2566	75.37	F14137
340.8671	177.28	F14142
401.1611	21.19	F14143
401.1714	123.16	F14144
315.1281	201.69	F14145
373.2742	81.48	F14146
315.1344	19.32	F14147
315.1344	35.95	F14148
315.1344	122.05	F14149
315.1344	126.57	F14150
315.1344	166.8	F14151
373.2956	18.19	F14152
373.3149	113.79	F14153
315.1456	98.8	F14154
340.9637	43.96	F14157
340.9637	179.2	F14158
340.9637	277.39	F14159
340.9637	295.52	F14160
401.2638	4.37	F14161
401.2638	166.06	F14163
340.9662	21.57	F14164
340.9732	295.9	F14166
373.7827	2.07	F14167
341.0094	130.43	F14168
341.0094	136.62	F14169
341.014	214.25	F14170
341.014	276.24	F14171
373.9795	167.54	F14172
341.0194	16.31	F14173
373.999	224.31	F14174
341.0452	127.36	F14175
341.0452	132.37	F14176
374.0116	181.54	F14177
374.0116	188.09	F14178
341.0513	216.58	F14181
374.0428	175.76	F14182
341.0542	16.31	F14183
341.0542	127.75	F14184
341.0542	132.37	F14185
374.0526	214.25	F14186
374.0573	144.05	F14189
374.0573	175.76	F14190
341.0799	24.96	F14191
341.0799	28.39	F14192
341.0799	84.51	F14194
341.0799	91.68	F14195
341.0799	156.22	F14196
401.2668	163.79	F14198
374.0986	16.31	F14199
341.0989	152.07	F14200
341.0989	155.84	F14201
401.2881	4.37	F14202
315.149	26.48	F14204
374.1275	17.08	F14206
374.1275	20.81	F14207
374.1275	24.59	F14208
374.1275	29.53	F14209
374.1275	34.82	F14210
374.1572	18.56	F14211
341.114	73.46	F14215
374.1618	105.94	F14216
315.1609	103.67	F14217
341.1218	198.62	F14219
401.3416	17.82	F14220
401.3416	21.19	F14221
401.3462	113.05	F14222
341.1496	21.96	F14223
341.1496	26.86	F14224
341.1496	167.17	F14225
315.1785	159.68	F14226
315.1785	166.8	F14227
315.1785	211.94	F14229
315.1846	145.2	F14230
341.1541	12.48	F14232
315.1924	198.62	F14235
401.3826	27.24	F14236
401.3826	81.48	F14237
315.1961	20.44	F14239
401.9163	167.17	F14240
341.1582	68.09	F14242
341.1582	75.76	F14243
341.1582	228.9	F14246
341.1662	65.03	F14248
341.1662	67.71	F14249
341.1662	101.8	F14250
401.9512	295.9	F14251
341.1717	186.91	F14252
341.1717	191.62	F14253
401.9583	41.66	F14254
374.218	64.64	F14256
401.983	274.7	F14259
401.983	279.69	F14260
402.0221	276.62	F14262
315.226	101.8	F14264
315.226	166.8	F14265
315.226	175.39	F14266
374.2545	130.81	F14267
374.2545	137	F14268
374.2545	159.3	F14269
341.1812	143.66	F14270
341.1812	196.67	F14271
315.2283	22.72	F14274
315.2283	137.39	F14275
315.2283	174.64	F14276
402.1328	24.59	F14278
315.2365	117.18	F14279
402.1669	145.58	F14280
402.1817	18.19	F14281
402.1817	65.03	F14282
374.2776	81.09	F14283
374.291	121.29	F14285
374.2989	18.19	F14286
402.213	41.66	F14288
402.213	157.37	F14289
341.2126	18.95	F14290
374.3188	113.42	F14291
402.2342	23.09	F14293
402.2342	143.66	F14294
315.2536	21.19	F14296
374.3275	54.3	F14299
374.3275	90.57	F14300
341.2335	17.08	F14303
374.3422	47.03	F14305
402.2708	24.59	F14307
402.2858	124.28	F14309
402.2858	147.87	F14310
315.2646	98.8	F14313
402.3496	112.68	F14315
402.3586	50.1	F14320
315.8715	232.71	F14321
402.8407	164.92	F14322
341.2522	115.3	F14323
402.8806	167.17	F14324
315.9456	163.79	F14326
374.9085	180.76	F14329
374.9346	2.45	F14331
374.94	296.67	F14333
315.9645	296.28	F14334
341.3056	17.82	F14335
341.3056	116.81	F14336
341.3056	135.84	F14337
315.9971	277.78	F14338
402.9445	177.66	F14339
316.0026	296.67	F14340
341.3169	7.48	F14342
341.3169	24.96	F14343
341.3169	99.93	F14344
316.0365	201.31	F14346
316.0417	174.27	F14347
316.0523	145.96	F14348
316.0726	263.09	F14349
402.9718	218.51	F14350
374.9916	177.66	F14352
374.9916	225.07	F14353
316.0785	220.05	F14355
374.9937	224.69	F14356
374.9937	263.09	F14357
316.0838	156.6	F14359
316.0838	219.66	F14361
341.3977	42.04	F14364
341.3977	99.56	F14366
375.0096	157.37	F14369
341.9373	35.95	F14372
375.0661	200.93	F14373
316.1184	22.34	F14374
316.1184	32.54	F14375
375.0834	149.78	F14376
375.0966	16.31	F14377
316.1218	49.33	F14379
316.1218	99.93	F14380
316.1218	137	F14381
316.1314	202.46	F14382
341.9488	19.69	F14384
402.9992	258.88	F14387
375.1075	16.31	F14388
375.1075	26.86	F14389
375.1075	55.45	F14391
403.0113	176.52	F14392
316.138	19.32	F14394
316.138	35.95	F14395
316.138	98.8	F14396
375.1312	21.57	F14398
316.1403	19.32	F14400
316.1403	99.18	F14402
375.1459	145.58	F14405
375.1459	260.41	F14407
316.145	103.3	F14408
375.1556	21.57	F14409
375.1556	55.84	F14410
375.1606	18.56	F14411
375.1606	24.59	F14412
403.1504	22.72	F14413
403.1504	40.51	F14414
403.1504	258.88	F14415
375.1788	23.09	F14416
375.1788	55.07	F14417
375.1841	21.19	F14418
375.1841	43.19	F14419
375.2133	137	F14420
403.1748	20.81	F14421
316.1545	50.48	F14422
342.0365	200.16	F14423
316.1645	102.54	F14424
342.0449	127.36	F14425
342.0449	133.16	F14426
342.0633	201.69	F14427
316.1761	146.34	F14428
316.1761	153.58	F14429
316.1761	202.46	F14430
316.1761	208.11	F14431
316.1994	18.95	F14432
375.2169	19.32	F14434
403.2122	20.81	F14438
375.2489	12.48	F14439
375.2489	178.43	F14442
316.2403	118.3	F14446
316.2403	121.67	F14447
316.2487	116.81	F14449
375.2516	17.45	F14450
375.2516	158.91	F14451
375.2516	166.8	F14452
375.2516	176.9	F14453
375.2516	192.41	F14454
375.2516	214.64	F14455
375.2577	137.39	F14457
375.2628	127.75	F14459
316.2852	1.3	F14460
375.2657	17.08	F14463
342.1018	155.84	F14464
342.1194	20.07	F14466
342.1194	63.11	F14467
316.4583	295.9	F14468
375.2724	7.1	F14469
375.2724	20.44	F14470
375.2724	43.57	F14471
316.8595	181.94	F14472
316.8634	165.3	F14473
316.8968	164.17	F14476
403.2377	143.27	F14479
342.1535	153.58	F14480
342.1535	195.13	F14481
342.1535	217.75	F14482
342.1645	18.56	F14483
403.2569	145.2	F14484
316.921	164.17	F14486
316.921	167.17	F14487
403.2803	70.39	F14489
403.2893	126.18	F14492
342.1707	116.81	F14495
342.1707	122.79	F14496
342.1707	149.78	F14497
342.1707	155.84	F14498
316.9685	295.14	F14499
316.9755	144.44	F14500
342.1846	144.05	F14501
316.9855	175.76	F14502
316.9855	296.28	F14503
403.304	8.25	F14504
403.304	20.81	F14505
403.304	44.34	F14506
342.1923	188.09	F14507
342.1923	191.62	F14508
316.9978	296.67	F14509
403.322	16.69	F14510
317.006	296.28	F14511
342.2068	20.44	F14512
342.2068	25.34	F14513
317.0265	197.83	F14514
403.3538	2.07	F14515
317.0347	42.04	F14517
403.3577	21.19	F14518
403.3618	37.82	F14523
403.3618	50.48	F14524
403.3618	87.95	F14525
317.0778	212.33	F14526
375.367	10.93	F14527
375.4458	296.67	F14528
317.0856	166.43	F14531
317.0856	220.05	F14532
375.7634	127.75	F14533
403.3784	79.95	F14537
375.9369	166.8	F14538
317.0885	124.65	F14540
375.9435	296.28	F14541
317.1014	156.22	F14542
403.9683	163.42	F14543
375.9514	295.14	F14547
317.1137	22.34	F14548
317.1137	149.78	F14550
342.213	18.56	F14552
375.9622	99.56	F14553
375.968	99.93	F14554
403.9797	280.08	F14555
375.9845	280.08	F14556
375.9948	223.54	F14557
375.9948	230.04	F14558
342.2282	125.8	F14565
342.2282	132.37	F14566
376.0919	208.11	F14567
403.9867	22.34	F14568
403.9867	26.48	F14569
403.9996	178.43	F14570
376.0977	19.32	F14571
404.0082	176.9	F14573
342.2473	23.84	F14574
404.0148	163.79	F14575
404.0148	176.9	F14576
342.2645	115.3	F14577
376.1297	130.43	F14578
376.1297	150.16	F14579
317.1283	20.81	F14580
317.1283	48.56	F14581
317.1283	159.68	F14582
342.2755	99.18	F14583
317.132	36.32	F14586
317.132	131.98	F14588
404.0635	20.07	F14590
404.0635	101.8	F14591
404.068	136.23	F14594
376.182	22.72	F14595
376.182	35.19	F14596
317.1371	127.36	F14598
404.0917	21.96	F14600
404.0917	31.41	F14601
404.1246	21.57	F14602
376.1874	21.19	F14604
376.1874	43.19	F14605
317.1452	60.43	F14606
317.1483	101.05	F14608
404.2073	18.56	F14609
376.1976	102.17	F14610
404.2388	144.82	F14612
404.3013	135.84	F14613
342.2918	81.09	F14614
404.307	8.63	F14615
404.307	80.33	F14618
342.3009	71.54	F14620
342.3091	17.82	F14621
317.1499	102.54	F14626
317.1499	150.55	F14627
342.3373	12.1	F14628
342.3739	25.34	F14631
376.2608	17.08	F14632
376.2702	136.23	F14633
376.2702	141.69	F14634
317.1615	139.34	F14637
317.1615	142.88	F14638
404.3612	20.81	F14640
317.1789	201.31	F14641
404.459	295.52	F14642
376.8219	233.09	F14643
317.1952	20.07	F14644
404.8386	164.54	F14645
404.8708	178.04	F14646
404.9253	176.52	F14647
376.8264	181.94	F14648
317.2116	21.96	F14649
404.9301	179.2	F14650
404.9742	170.53	F14651
376.9247	297.81	F14652
342.9449	264.25	F14653
342.9449	286.25	F14654
317.2161	18.19	F14655
317.2161	24.96	F14656
317.2161	29.53	F14657
317.2161	39.74	F14658
317.2161	128.13	F14659
376.9316	162.68	F14660
376.9316	177.28	F14661
317.2521	116.81	F14663
376.9356	163.42	F14664
376.9356	296.67	F14665
342.9617	296.28	F14666
342.9703	178.43	F14667
405.0144	163.05	F14668
376.9443	295.9	F14669
405.0183	164.17	F14670
342.9743	194.74	F14671
342.9743	212.71	F14673
342.9845	278.93	F14674
342.9997	228.13	F14675
342.9997	290.51	F14676
405.0713	136.62	F14677
343.0063	130.81	F14678
343.0063	136.62	F14679
343.0063	212.71	F14680
343.0166	214.25	F14682
405.0976	141.69	F14683
343.0261	187.7	F14684
376.9675	279.31	F14685
376.9732	292.83	F14686
376.9868	295.52	F14688
343.0421	127.75	F14689
343.0421	133.16	F14690
343.0421	151.69	F14691
405.1667	168.66	F14692
405.1667	175.01	F14693
376.9942	219.28	F14695
343.0471	132.37	F14696
343.0471	139.72	F14697
343.0471	197.05	F14698
343.0471	216.2	F14699
343.0471	237.29	F14700
377.043	20.44	F14701
377.043	46.26	F14702
343.0512	127.75	F14703
343.0512	132.37	F14704
405.1895	157.75	F14706
405.1895	197.44	F14708
405.1895	287.81	F14709
317.2695	21.19	F14710
317.2695	126.57	F14711
317.2695	154.34	F14712
377.0796	149.4	F14714
377.0796	162.31	F14715
343.0657	34.82	F14716
343.0657	42.04	F14719
343.0657	45.11	F14720
343.0657	93.95	F14721
343.0657	177.66	F14722
343.0673	89.44	F14723
343.0705	161.56	F14724
405.264	17.08	F14725
405.264	21.57	F14726
317.3251	60.43	F14730
343.0947	151.69	F14731
343.0947	156.22	F14732
343.0947	216.96	F14733
377.1431	198.23	F14736
317.6941	245.37	F14737
377.1465	116.06	F14739
377.1465	204.01	F14740
343.1188	78.81	F14742
405.2961	7.87	F14744
405.2961	20.07	F14745
405.2961	44.34	F14746
343.1293	20.07	F14751
343.1293	21.96	F14752
405.3583	17.82	F14753
317.9243	164.54	F14755
317.9243	167.17	F14756
377.1586	227.37	F14758
377.1586	293.22	F14759
405.3734	21.19	F14760
405.8392	2.45	F14761
377.1714	137.39	F14765
343.1382	80.71	F14766
405.9309	86.42	F14767
317.96	296.28	F14768
377.1757	22.72	F14769
377.1757	35.19	F14770
377.1806	21.96	F14771
377.1806	37.06	F14772
377.1806	43.19	F14773
377.1822	21.19	F14774
317.9892	175.76	F14775
405.9481	136.62	F14777
405.9481	168.29	F14778
405.9481	231.57	F14780
405.9481	246.51	F14781
343.2103	20.44	F14782
343.2103	25.72	F14783
377.1956	20.07	F14784
317.9976	181.15	F14788
317.9976	279.31	F14789
318.0249	175.01	F14790
405.978	169.78	F14792
405.978	279.31	F14793
405.9897	279.31	F14794
377.2587	16.69	F14795
318.0405	61.96	F14797
406.0006	165.68	F14798
406.0006	178.04	F14799
406.0132	164.17	F14801
377.2641	17.45	F14802
406.0446	173.53	F14804
318.06	199.01	F14805
318.06	216.58	F14806
318.0639	184.28	F14808
406.0651	19.32	F14809
406.0651	136.23	F14810
406.0795	151.69	F14811
406.1045	205.5	F14812
318.0918	31.78	F14813
343.2247	128.51	F14816
343.2247	134.31	F14817
343.2247	163.42	F14818
406.1296	76.14	F14819
406.1296	185.77	F14820
406.1296	189.25	F14821
406.1554	150.93	F14824
318.1243	135.08	F14826
343.2595	98.42	F14827
318.1306	235	F14831
406.1697	176.9	F14832
343.2679	115.3	F14837
318.1341	22.34	F14838
318.1341	41.27	F14839
406.2346	15.16	F14840
343.2961	111.93	F14843
377.726	137	F14844
377.726	142.48	F14845
318.1454	23.09	F14846
318.1454	102.91	F14847
318.1454	109.67	F14848
318.1558	226.22	F14850
318.1706	68.48	F14851
318.1817	151.69	F14852
406.2984	26.48	F14855
343.9284	99.18	F14859
377.9352	166.43	F14863
318.1917	32.54	F14869
318.1917	143.27	F14870
318.1917	193.98	F14871
318.1917	199.78	F14872
377.9685	280.08	F14873
377.9976	219.28	F14874
318.207	22.34	F14875
406.3226	8.63	F14876
406.3226	69.63	F14879
318.2158	21.96	F14880
378.0618	61.58	F14881
378.0846	42.81	F14882
378.0926	208.48	F14883
378.1305	172.78	F14888
344.015	237.67	F14889
344.0207	38.97	F14890
318.2552	116.44	F14891
318.2552	120.91	F14892
378.1458	198.23	F14894
344.031	69.24	F14896
318.2725	21.19	F14897
318.2725	28.01	F14898
344.0394	225.07	F14899
344.0419	127.36	F14900
344.0419	133.16	F14901
318.8793	164.54	F14902
344.0473	20.44	F14903
406.3762	21.19	F14906
406.8284	164.17	F14909
406.9995	279.31	F14910
378.1557	77.29	F14911
318.919	164.17	F14912
318.919	167.54	F14913
407.0481	173.53	F14914
407.0674	147.11	F14917
344.0706	88.7	F14919
344.0706	91.68	F14920
407.0764	152.44	F14921
378.1854	21.19	F14922
407.1083	137.39	F14924
407.1083	200.93	F14925
378.2276	137	F14926
378.2276	143.27	F14927
318.9726	179.2	F14928
318.9766	142.88	F14931
319.0181	48.56	F14933
319.0225	89.82	F14934
319.0225	197.83	F14935
407.1685	35.56	F14938
407.1685	135.46	F14939
407.1685	229.66	F14942
407.1685	287.81	F14944
407.1896	143.66	F14947
407.2058	23.84	F14949
344.1133	19.32	F14950
407.2393	184.66	F14953
407.2796	22.72	F14955
407.2796	45.49	F14956
378.2416	147.87	F14958
378.2416	156.22	F14959
407.3022	17.82	F14965
319.0342	215.43	F14966
378.2626	18.56	F14968
378.2626	158.53	F14970
378.2626	175.39	F14971
378.2626	216.58	F14973
319.0379	144.44	F14975
378.2666	17.45	F14978
319.0695	148.25	F14980
319.0695	154.34	F14981
319.1167	150.93	F14984
378.2912	10.55	F14988
344.14	19.32	F14994
344.14	130.04	F14995
344.14	135.08	F14996
344.1547	205.87	F14998
319.1294	50.1	F15000
319.1294	63.88	F15001
319.1294	128.89	F15003
378.316	3.99	F15004
319.1372	22.72	F15012
319.1372	144.44	F15013
408.0487	276.62	F15014
344.1871	21.96	F15015
408.0515	37.44	F15017
319.1486	101.43	F15020
319.1486	109.67	F15021
408.0603	168.66	F15022
408.0603	173.53	F15023
378.3304	17.45	F15024
319.1523	158.53	F15026
408.0745	160.45	F15029
408.0745	166.43	F15030
408.0843	20.07	F15031
344.2074	24.21	F15032
344.2074	179.2	F15036
344.2074	187.31	F15037
319.1545	59.28	F15038
319.1545	66.94	F15039
408.1239	145.58	F15040
319.1659	6.71	F15041
319.1659	134.31	F15042
319.1659	137.79	F15043
408.1621	35.56	F15044
319.1741	76.52	F15045
319.1908	21.57	F15047
319.1908	156.6	F15049
408.1812	260.79	F15052
319.1954	143.27	F15053
319.1954	193.59	F15054
319.1954	199.78	F15055
378.8633	180.36	F15057
378.8633	191.22	F15058
319.2258	21.96	F15059
378.8924	164.54	F15061
378.9324	167.92	F15062
378.9324	177.66	F15063
378.9324	296.67	F15064
319.2314	129.66	F15065
319.2314	135.84	F15066
319.2389	99.18	F15069
378.9745	175.39	F15070
